"","sampleName","Year","Tissue","Phenology","indexer","Rootstock","Irrigation","Row","Block"
"A1Y2_428_R","A1Y2_428_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_16_B_3","Ungrafted","Full","16","C"
"A1Y2_429_R","A1Y2_429_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_16_C_2","SO4","Full","16","C"
"A1Y2_430_R","A1Y2_430_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_16_C_3","SO4","Full","16","C"
"A1Y2_431_R","A1Y2_431_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_16_D_2","3309C","Full","16","C"
"A1Y2_432_R","A1Y2_432_R","2018","Reproductive","Harvest","2018_Harvest_Reproductive_16_D_3","3309C","Full","16","C"
"A1Y3_433_L","A1Y3_433_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_8_A_2","1103P","None","8","A"
"A1Y3_434_L","A1Y3_434_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_8_A_3","1103P","None","8","A"
"A1Y3_435_L","A1Y3_435_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_8_B_2","3309C","None","8","A"
"A1Y3_436_L","A1Y3_436_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_8_B_3","3309C","None","8","A"
"A1Y3_437_L","A1Y3_437_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_8_C_2","SO4","None","8","A"
"A1Y3_438_L","A1Y3_438_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_8_C_3","SO4","None","8","A"
"A1Y3_439_L","A1Y3_439_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_8_D_2","Ungrafted","None","8","A"
"A1Y3_440_L","A1Y3_440_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_8_D_3","Ungrafted","None","8","A"
"A1Y3_433_R","A1Y3_433_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_8_A_2","1103P","None","8","A"
"A1Y3_434_R","A1Y3_434_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_8_A_3","1103P","None","8","A"
"A1Y3_435_R","A1Y3_435_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_8_B_2","3309C","None","8","A"
"A1Y3_436_R","A1Y3_436_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_8_B_3","3309C","None","8","A"
"A1Y3_437_R","A1Y3_437_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_8_C_2","SO4","None","8","A"
"A1Y3_438_R","A1Y3_438_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_8_C_3","SO4","None","8","A"
"A1Y3_439_R","A1Y3_439_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_8_D_2","Ungrafted","None","8","A"
"A1Y3_440_R","A1Y3_440_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_8_D_3","Ungrafted","None","8","A"
"A1Y3_441_L","A1Y3_441_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_9_A_2","Ungrafted","RDI","9","A"
"A1Y3_442_L","A1Y3_442_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_9_A_3","Ungrafted","RDI","9","A"
"A1Y3_443_L","A1Y3_443_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_9_B_2","1103P","RDI","9","A"
"A1Y3_444_L","A1Y3_444_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_9_B_3","1103P","RDI","9","A"
"A1Y3_445_L","A1Y3_445_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_9_C_2","3309C","RDI","9","A"
"A1Y3_446_L","A1Y3_446_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_9_C_3","3309C","RDI","9","A"
"A1Y3_447_L","A1Y3_447_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_9_D_2","SO4","RDI","9","A"
"A1Y3_448_L","A1Y3_448_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_9_D_3","SO4","RDI","9","A"
"A1Y3_441_R","A1Y3_441_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_9_A_2","Ungrafted","RDI","9","A"
"A1Y3_442_R","A1Y3_442_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_9_A_3","Ungrafted","RDI","9","A"
"A1Y3_443_R","A1Y3_443_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_9_B_2","1103P","RDI","9","A"
"A1Y3_444_R","A1Y3_444_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_9_B_3","1103P","RDI","9","A"
"A1Y3_445_R","A1Y3_445_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_9_C_2","3309C","RDI","9","A"
"A1Y3_446_R","A1Y3_446_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_9_C_3","3309C","RDI","9","A"
"A1Y3_447_R","A1Y3_447_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_9_D_2","SO4","RDI","9","A"
"A1Y3_448_R","A1Y3_448_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_9_D_3","SO4","RDI","9","A"
"A1Y3_449_L","A1Y3_449_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_10_A_2","3309C","Full","10","A"
"A1Y3_450_L","A1Y3_450_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_10_A_3","3309C","Full","10","A"
"A1Y3_452_L","A1Y3_452_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_10_B_3","SO4","Full","10","A"
"A1Y3_453_L","A1Y3_453_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_10_C_2","Ungrafted","Full","10","A"
"A1Y3_454_L","A1Y3_454_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_10_C_3","Ungrafted","Full","10","A"
"A1Y3_455_L","A1Y3_455_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_10_D_2","1103P","Full","10","A"
"A1Y3_456_L","A1Y3_456_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_10_D_3","1103P","Full","10","A"
"A1Y3_449_R","A1Y3_449_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_10_A_2","3309C","Full","10","A"
"A1Y3_450_R","A1Y3_450_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_10_A_3","3309C","Full","10","A"
"A1Y3_452_R","A1Y3_452_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_10_B_3","SO4","Full","10","A"
"A1Y3_453_R","A1Y3_453_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_10_C_2","Ungrafted","Full","10","A"
"A1Y3_454_R","A1Y3_454_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_10_C_3","Ungrafted","Full","10","A"
"A1Y3_455_R","A1Y3_455_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_10_D_2","1103P","Full","10","A"
"A1Y3_456_R","A1Y3_456_R","2019","Reproductive","Anthesis","2019_Anthesis_Reproductive_10_D_3","1103P","Full","10","A"
"A1Y3_457_L","A1Y3_457_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_11_A_2","3309C","RDI","11","B"
"A1Y3_458_L","A1Y3_458_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_11_A_3","3309C","RDI","11","B"
"A1Y3_459_L","A1Y3_459_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_11_B_2","1103P","RDI","11","B"
"A1Y3_460_L","A1Y3_460_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_11_B_3","1103P","RDI","11","B"
"A1Y3_461_L","A1Y3_461_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_11_C_2","Ungrafted","RDI","11","B"
"A1Y3_462_L","A1Y3_462_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_11_C_3","Ungrafted","RDI","11","B"
"A1Y3_463_L","A1Y3_463_L","2019","Leaf","Anthesis","2019_Anthesis_Leaf_11_D_2","SO4","RDI","11","B"
